video_name,event,start_time,end_time
v_ApplyEyeMakeup_g15_c01.avi,ApplyEyeMakeup,13:57:12,13:59:03
v_ApplyEyeMakeup_g15_c02.avi,ApplyEyeMakeup,16:30:52,16:31:07
v_ApplyEyeMakeup_g15_c03.avi,ApplyEyeMakeup,19:25:07,19:25:52
v_ApplyEyeMakeup_g15_c04.avi,ApplyEyeMakeup,20:08:50,20:09:41
v_ApplyEyeMakeup_g15_c05.avi,ApplyEyeMakeup,10:48:29,10:48:39
v_ApplyEyeMakeup_g15_c06.avi,ApplyEyeMakeup,22:58:35,22:58:59
v_ApplyEyeMakeup_g16_c01.avi,ApplyEyeMakeup,10:18:50,10:20:15
v_ApplyEyeMakeup_g16_c03.avi,ApplyEyeMakeup,15:11:50,15:12:53
v_ApplyEyeMakeup_g16_c04.avi,ApplyEyeMakeup,06:20:56,06:22:56
v_ApplyEyeMakeup_g17_c01.avi,ApplyEyeMakeup,18:52:50,18:53:41
v_ApplyEyeMakeup_g17_c02.avi,ApplyEyeMakeup,17:30:14,17:31:16
v_ApplyEyeMakeup_g17_c04.avi,ApplyEyeMakeup,10:01:22,10:01:55
v_ApplyEyeMakeup_g17_c05.avi,ApplyEyeMakeup,08:36:17,08:37:42
v_ApplyEyeMakeup_g18_c01.avi,ApplyEyeMakeup,06:26:43,06:27:01
v_ApplyEyeMakeup_g18_c02.avi,ApplyEyeMakeup,11:01:11,11:02:02
v_ApplyEyeMakeup_g18_c03.avi,ApplyEyeMakeup,08:27:19,08:28:19
v_ApplyEyeMakeup_g18_c04.avi,ApplyEyeMakeup,22:22:31,22:24:14
v_ApplyEyeMakeup_g18_c05.avi,ApplyEyeMakeup,18:08:09,18:09:12
v_ApplyEyeMakeup_g19_c01.avi,ApplyEyeMakeup,18:24:24,18:25:46
v_ApplyEyeMakeup_g19_c02.avi,ApplyEyeMakeup,09:18:01,09:18:13
v_ApplyEyeMakeup_g19_c03.avi,ApplyEyeMakeup,22:54:02,22:55:50
v_ApplyEyeMakeup_g19_c04.avi,ApplyEyeMakeup,19:58:58,19:59:48
v_ApplyEyeMakeup_g20_c02.avi,ApplyEyeMakeup,17:11:24,17:12:58
v_ApplyEyeMakeup_g20_c04.avi,ApplyEyeMakeup,12:57:17,12:57:51
v_ApplyEyeMakeup_g21_c01.avi,ApplyEyeMakeup,17:54:17,17:54:59
v_ApplyEyeMakeup_g21_c02.avi,ApplyEyeMakeup,16:46:15,16:46:28
v_ApplyEyeMakeup_g21_c04.avi,ApplyEyeMakeup,20:27:00,20:27:32
v_ApplyEyeMakeup_g21_c05.avi,ApplyEyeMakeup,12:12:18,12:12:55
v_ApplyEyeMakeup_g22_c01.avi,ApplyEyeMakeup,16:31:18,16:32:41
v_ApplyEyeMakeup_g22_c03.avi,ApplyEyeMakeup,06:26:43,06:27:32
v_ApplyEyeMakeup_g23_c02.avi,ApplyEyeMakeup,16:24:10,16:25:01
v_ApplyEyeMakeup_g23_c04.avi,ApplyEyeMakeup,11:29:37,11:30:31
v_ApplyEyeMakeup_g24_c02.avi,ApplyEyeMakeup,17:09:26,17:09:40
v_ApplyEyeMakeup_g24_c03.avi,ApplyEyeMakeup,06:49:32,06:50:10
v_ApplyEyeMakeup_g24_c04.avi,ApplyEyeMakeup,09:21:57,09:23:34
v_ApplyEyeMakeup_g24_c05.avi,ApplyEyeMakeup,15:55:14,15:55:40
v_ApplyEyeMakeup_g24_c06.avi,ApplyEyeMakeup,13:53:09,13:54:00
v_ApplyEyeMakeup_g24_c07.avi,ApplyEyeMakeup,12:21:03,12:22:48
v_ApplyEyeMakeup_g25_c01.avi,ApplyEyeMakeup,14:52:18,14:54:07
v_ApplyEyeMakeup_g25_c02.avi,ApplyEyeMakeup,21:22:08,21:23:03
v_ApplyEyeMakeup_g25_c03.avi,ApplyEyeMakeup,22:14:18,22:15:39
v_ApplyEyeMakeup_g25_c06.avi,ApplyEyeMakeup,13:25:40,13:27:07
v_ApplyLipstick_g01_c01.avi,ApplyLipstick,09:06:22,09:06:34
v_ApplyLipstick_g01_c03.avi,ApplyLipstick,11:12:53,11:13:07
v_ApplyLipstick_g01_c05.avi,ApplyLipstick,12:14:48,12:15:47
v_ApplyLipstick_g02_c01.avi,ApplyLipstick,17:54:50,17:55:27
v_ApplyLipstick_g02_c03.avi,ApplyLipstick,11:28:29,11:30:09
v_ApplyLipstick_g02_c04.avi,ApplyLipstick,17:58:03,17:59:58
v_ApplyLipstick_g03_c01.avi,ApplyLipstick,22:06:46,22:07:52
v_ApplyLipstick_g03_c02.avi,ApplyLipstick,19:46:16,19:48:08
v_ApplyLipstick_g03_c03.avi,ApplyLipstick,16:17:11,16:17:43
v_ApplyLipstick_g03_c04.avi,ApplyLipstick,22:13:19,22:13:58
v_ApplyLipstick_g04_c01.avi,ApplyLipstick,14:54:16,14:54:44
v_ApplyLipstick_g04_c03.avi,ApplyLipstick,17:50:09,17:51:02
v_ApplyLipstick_g04_c04.avi,ApplyLipstick,07:59:52,08:00:40
v_ApplyLipstick_g04_c05.avi,ApplyLipstick,10:44:39,10:44:59
v_ApplyLipstick_g05_c01.avi,ApplyLipstick,19:52:14,19:54:11
v_ApplyLipstick_g05_c03.avi,ApplyLipstick,19:42:18,19:44:05
v_ApplyLipstick_g05_c04.avi,ApplyLipstick,17:48:30,17:50:09
v_ApplyLipstick_g05_c05.avi,ApplyLipstick,13:25:57,13:27:38
v_ApplyLipstick_g06_c03.avi,ApplyLipstick,19:35:04,19:36:22
v_ApplyLipstick_g06_c04.avi,ApplyLipstick,12:25:18,12:25:56
v_ApplyLipstick_g06_c05.avi,ApplyLipstick,16:05:29,16:05:47
v_ApplyLipstick_g07_c01.avi,ApplyLipstick,06:50:15,06:51:30
v_ApplyLipstick_g07_c03.avi,ApplyLipstick,13:21:03,13:21:27
v_ApplyLipstick_g07_c04.avi,ApplyLipstick,08:12:50,08:14:39
v_ApplyLipstick_g08_c02.avi,ApplyLipstick,15:18:16,15:18:55
v_ApplyLipstick_g08_c03.avi,ApplyLipstick,20:52:25,20:53:45
v_ApplyLipstick_g09_c01.avi,ApplyLipstick,08:41:16,08:42:01
v_ApplyLipstick_g09_c02.avi,ApplyLipstick,16:17:17,16:17:42
v_ApplyLipstick_g09_c03.avi,ApplyLipstick,14:58:20,14:58:38
v_ApplyLipstick_g09_c04.avi,ApplyLipstick,14:00:35,14:01:02
v_ApplyLipstick_g10_c02.avi,ApplyLipstick,21:38:46,21:39:34
v_ApplyLipstick_g10_c04.avi,ApplyLipstick,10:40:01,10:40:17
v_ApplyLipstick_g11_c02.avi,ApplyLipstick,16:07:16,16:08:04
v_ApplyLipstick_g11_c03.avi,ApplyLipstick,18:04:08,18:05:13
v_ApplyLipstick_g11_c04.avi,ApplyLipstick,17:07:52,17:08:12
v_ApplyLipstick_g12_c01.avi,ApplyLipstick,09:44:13,09:45:37
v_ApplyLipstick_g12_c02.avi,ApplyLipstick,16:33:28,16:34:06
v_ApplyLipstick_g12_c03.avi,ApplyLipstick,11:33:24,11:33:46
v_ApplyLipstick_g12_c04.avi,ApplyLipstick,08:59:35,09:01:18
v_ApplyLipstick_g12_c05.avi,ApplyLipstick,15:50:03,15:51:23
v_ApplyLipstick_g13_c01.avi,ApplyLipstick,08:41:54,08:42:24
v_ApplyLipstick_g13_c02.avi,ApplyLipstick,08:22:46,08:24:24
v_ApplyLipstick_g13_c03.avi,ApplyLipstick,09:16:40,09:18:30
v_ApplyLipstick_g13_c04.avi,ApplyLipstick,11:26:01,11:26:24
v_ApplyLipstick_g14_c01.avi,ApplyLipstick,06:54:51,06:55:49
v_ApplyLipstick_g14_c02.avi,ApplyLipstick,10:23:13,10:25:13
v_ApplyLipstick_g14_c03.avi,ApplyLipstick,06:30:34,06:32:20
v_ApplyLipstick_g14_c04.avi,ApplyLipstick,12:28:12,12:30:09
v_ApplyLipstick_g15_c01.avi,ApplyLipstick,11:26:58,11:28:18
v_ApplyLipstick_g15_c02.avi,ApplyLipstick,08:37:15,08:38:49
v_ApplyLipstick_g15_c03.avi,ApplyLipstick,22:38:36,22:39:32
v_ApplyLipstick_g15_c04.avi,ApplyLipstick,07:34:57,07:36:51
v_ApplyLipstick_g15_c05.avi,ApplyLipstick,19:20:55,19:22:24
v_ApplyLipstick_g16_c01.avi,ApplyLipstick,08:53:50,08:54:14
v_ApplyLipstick_g16_c02.avi,ApplyLipstick,09:27:58,09:28:42
v_ApplyLipstick_g16_c04.avi,ApplyLipstick,09:15:22,09:15:53
v_ApplyLipstick_g16_c05.avi,ApplyLipstick,19:25:35,19:26:53
v_ApplyLipstick_g17_c01.avi,ApplyLipstick,17:29:38,17:30:44
v_ApplyLipstick_g17_c02.avi,ApplyLipstick,16:30:49,16:32:03
v_ApplyLipstick_g17_c03.avi,ApplyLipstick,10:46:16,10:48:04
v_ApplyLipstick_g17_c04.avi,ApplyLipstick,07:31:30,07:32:27
v_ApplyLipstick_g17_c05.avi,ApplyLipstick,22:44:38,22:46:24
v_ApplyLipstick_g18_c01.avi,ApplyLipstick,11:43:08,11:43:50
v_ApplyLipstick_g18_c02.avi,ApplyLipstick,17:55:34,17:56:37
v_ApplyLipstick_g18_c03.avi,ApplyLipstick,07:12:55,07:14:16
v_ApplyLipstick_g18_c04.avi,ApplyLipstick,07:38:06,07:39:36
v_ApplyLipstick_g19_c01.avi,ApplyLipstick,12:31:04,12:31:17
v_ApplyLipstick_g19_c02.avi,ApplyLipstick,09:29:14,09:30:44
v_ApplyLipstick_g19_c03.avi,ApplyLipstick,10:39:26,10:40:17
v_ApplyLipstick_g19_c04.avi,ApplyLipstick,14:13:17,14:13:40
v_ApplyLipstick_g20_c01.avi,ApplyLipstick,19:10:41,19:10:56
v_ApplyLipstick_g20_c02.avi,ApplyLipstick,11:04:50,11:05:52
v_ApplyLipstick_g20_c03.avi,ApplyLipstick,09:58:16,09:58:36
v_ApplyLipstick_g20_c04.avi,ApplyLipstick,16:41:26,16:42:13
v_ApplyLipstick_g20_c05.avi,ApplyLipstick,12:25:49,12:27:48
v_ApplyLipstick_g21_c01.avi,ApplyLipstick,20:06:54,20:08:33
v_ApplyLipstick_g21_c02.avi,ApplyLipstick,21:51:19,21:53:12
v_ApplyLipstick_g21_c03.avi,ApplyLipstick,20:06:44,20:08:12
v_ApplyLipstick_g21_c04.avi,ApplyLipstick,17:03:35,17:04:49
v_ApplyLipstick_g21_c05.avi,ApplyLipstick,13:42:55,13:44:20
v_ApplyLipstick_g22_c01.avi,ApplyLipstick,12:13:36,12:14:23
v_ApplyLipstick_g22_c02.avi,ApplyLipstick,17:10:11,17:11:56
v_ApplyLipstick_g22_c03.avi,ApplyLipstick,12:24:05,12:24:50
v_ApplyLipstick_g22_c04.avi,ApplyLipstick,06:32:33,06:34:03
v_ApplyLipstick_g22_c05.avi,ApplyLipstick,14:04:14,14:05:29
v_ApplyLipstick_g22_c06.avi,ApplyLipstick,14:17:07,14:18:45
v_ApplyLipstick_g22_c07.avi,ApplyLipstick,12:48:06,12:49:46
v_ApplyLipstick_g23_c01.avi,ApplyLipstick,06:59:27,07:00:38
v_ApplyLipstick_g23_c02.avi,ApplyLipstick,09:49:29,09:50:40
v_ApplyLipstick_g23_c03.avi,ApplyLipstick,12:54:56,12:55:38
v_ApplyLipstick_g23_c04.avi,ApplyLipstick,13:16:48,13:17:59
v_ApplyLipstick_g24_c01.avi,ApplyLipstick,12:00:09,12:01:13
v_ApplyLipstick_g24_c02.avi,ApplyLipstick,16:35:14,16:36:51
v_ApplyLipstick_g24_c03.avi,ApplyLipstick,10:13:03,10:13:55
v_ApplyLipstick_g24_c04.avi,ApplyLipstick,10:02:31,10:03:04
v_ApplyLipstick_g24_c05.avi,ApplyLipstick,15:16:03,15:16:32
v_ApplyLipstick_g25_c01.avi,ApplyLipstick,21:50:25,21:51:53
v_ApplyLipstick_g25_c02.avi,ApplyLipstick,06:00:18,06:02:13
v_ApplyLipstick_g25_c03.avi,ApplyLipstick,19:27:08,19:27:26
v_ApplyLipstick_g25_c04.avi,ApplyLipstick,12:59:35,13:00:56
v_BabyCrawling_g01_c01.avi,BabyCrawling,18:49:48,18:50:20
v_BabyCrawling_g01_c03.avi,BabyCrawling,18:30:32,18:31:44
v_BabyCrawling_g01_c04.avi,BabyCrawling,18:55:23,18:55:40
v_BabyCrawling_g02_c01.avi,BabyCrawling,17:54:37,17:55:22
v_BabyCrawling_g02_c02.avi,BabyCrawling,13:19:56,13:21:51
v_BabyCrawling_g02_c04.avi,BabyCrawling,10:26:07,10:26:54
v_BabyCrawling_g02_c05.avi,BabyCrawling,15:27:34,15:29:10
v_BabyCrawling_g02_c06.avi,BabyCrawling,09:20:25,09:21:16
v_BabyCrawling_g03_c01.avi,BabyCrawling,12:08:56,12:10:40
v_BabyCrawling_g03_c02.avi,BabyCrawling,06:10:44,06:11:35
v_BabyCrawling_g03_c03.avi,BabyCrawling,13:49:50,13:51:26
v_BabyCrawling_g03_c04.avi,BabyCrawling,11:08:06,11:10:01
v_BabyCrawling_g04_c01.avi,BabyCrawling,20:35:56,20:37:34
v_BabyCrawling_g04_c02.avi,BabyCrawling,16:26:06,16:27:15
v_BabyCrawling_g04_c03.avi,BabyCrawling,13:20:05,13:20:32
v_BabyCrawling_g04_c04.avi,BabyCrawling,12:12:36,12:14:03
v_BabyCrawling_g05_c02.avi,BabyCrawling,12:40:38,12:41:11
v_BabyCrawling_g05_c04.avi,BabyCrawling,21:38:33,21:39:02
v_BabyCrawling_g06_c03.avi,BabyCrawling,11:32:20,11:33:44
v_BabyCrawling_g06_c05.avi,BabyCrawling,06:42:26,06:44:26
v_BabyCrawling_g06_c06.avi,BabyCrawling,17:25:33,17:27:02
v_BabyCrawling_g07_c01.avi,BabyCrawling,10:04:31,10:06:22
v_BabyCrawling_g07_c03.avi,BabyCrawling,20:30:22,20:30:42
v_BabyCrawling_g07_c05.avi,BabyCrawling,09:55:57,09:57:35
v_BabyCrawling_g08_c01.avi,BabyCrawling,13:24:15,13:25:38
v_BabyCrawling_g08_c04.avi,BabyCrawling,18:46:13,18:47:18
v_BabyCrawling_g09_c01.avi,BabyCrawling,08:50:58,08:51:12
v_BabyCrawling_g09_c05.avi,BabyCrawling,21:46:02,21:47:41
v_BabyCrawling_g09_c06.avi,BabyCrawling,12:44:20,12:46:11
v_BabyCrawling_g10_c01.avi,BabyCrawling,22:32:37,22:34:25
v_BabyCrawling_g10_c03.avi,BabyCrawling,08:23:58,08:24:57
v_BabyCrawling_g10_c04.avi,BabyCrawling,16:37:08,16:39:00
v_BabyCrawling_g10_c05.avi,BabyCrawling,15:18:07,15:19:48
v_BabyCrawling_g11_c01.avi,BabyCrawling,08:53:41,08:55:26
v_BabyCrawling_g11_c02.avi,BabyCrawling,20:02:35,20:03:03
v_BabyCrawling_g11_c03.avi,BabyCrawling,17:13:00,17:14:27
v_BabyCrawling_g11_c04.avi,BabyCrawling,12:43:08,12:45:03
v_BabyCrawling_g12_c01.avi,BabyCrawling,14:02:20,14:02:33
v_BabyCrawling_g12_c02.avi,BabyCrawling,18:11:41,18:12:34
v_BabyCrawling_g12_c03.avi,BabyCrawling,10:04:53,10:05:34
v_BabyCrawling_g12_c04.avi,BabyCrawling,06:52:28,06:53:13
v_BabyCrawling_g12_c05.avi,BabyCrawling,16:22:26,16:24:01
v_BabyCrawling_g12_c06.avi,BabyCrawling,16:37:49,16:38:32
v_BabyCrawling_g13_c01.avi,BabyCrawling,17:54:51,17:55:33
v_BabyCrawling_g13_c02.avi,BabyCrawling,19:26:46,19:28:44
v_BabyCrawling_g13_c04.avi,BabyCrawling,10:32:41,10:33:17
v_BabyCrawling_g13_c05.avi,BabyCrawling,12:13:29,12:14:35
v_BabyCrawling_g13_c06.avi,BabyCrawling,15:28:15,15:29:53
v_BabyCrawling_g14_c02.avi,BabyCrawling,10:56:54,10:58:18
v_BabyCrawling_g14_c03.avi,BabyCrawling,11:57:19,11:57:35
v_BabyCrawling_g14_c04.avi,BabyCrawling,07:15:36,07:17:15
v_BabyCrawling_g15_c03.avi,BabyCrawling,20:09:22,20:11:09
v_BabyCrawling_g15_c04.avi,BabyCrawling,14:32:50,14:34:23
v_BabyCrawling_g15_c06.avi,BabyCrawling,07:51:29,07:52:07
v_BabyCrawling_g16_c01.avi,BabyCrawling,17:05:34,17:07:09
v_BabyCrawling_g16_c02.avi,BabyCrawling,18:03:22,18:03:38
v_BabyCrawling_g16_c04.avi,BabyCrawling,12:35:40,12:36:58
v_BabyCrawling_g16_c05.avi,BabyCrawling,08:12:37,08:13:09
v_BabyCrawling_g16_c06.avi,BabyCrawling,12:20:32,12:21:36
v_BabyCrawling_g17_c03.avi,BabyCrawling,09:42:28,09:43:55
v_BabyCrawling_g17_c04.avi,BabyCrawling,08:31:51,08:32:30
v_BabyCrawling_g18_c01.avi,BabyCrawling,06:22:45,06:23:38
v_BabyCrawling_g18_c03.avi,BabyCrawling,11:15:31,11:15:42
v_BabyCrawling_g18_c05.avi,BabyCrawling,06:51:57,06:52:39
v_BabyCrawling_g18_c06.avi,BabyCrawling,16:59:01,16:59:20
v_BabyCrawling_g19_c01.avi,BabyCrawling,16:52:33,16:53:10
v_BabyCrawling_g19_c04.avi,BabyCrawling,12:24:15,12:25:12
v_BabyCrawling_g20_c01.avi,BabyCrawling,08:48:12,08:48:33
v_BabyCrawling_g20_c02.avi,BabyCrawling,14:30:53,14:31:51
v_BabyCrawling_g20_c04.avi,BabyCrawling,17:53:10,17:54:47
v_BabyCrawling_g20_c05.avi,BabyCrawling,17:30:26,17:30:46
v_BabyCrawling_g20_c06.avi,BabyCrawling,20:22:17,20:24:15
v_BabyCrawling_g20_c07.avi,BabyCrawling,20:04:47,20:06:13
v_BabyCrawling_g21_c01.avi,BabyCrawling,06:14:35,06:16:29
v_BabyCrawling_g21_c02.avi,BabyCrawling,20:36:29,20:38:01
v_BabyCrawling_g21_c03.avi,BabyCrawling,10:39:14,10:39:28
v_BabyCrawling_g21_c04.avi,BabyCrawling,12:48:31,12:49:32
v_BabyCrawling_g22_c01.avi,BabyCrawling,17:07:23,17:08:27
v_BabyCrawling_g22_c02.avi,BabyCrawling,13:09:44,13:11:28
v_BabyCrawling_g22_c03.avi,BabyCrawling,15:58:52,16:00:09
v_BabyCrawling_g22_c04.avi,BabyCrawling,16:25:37,16:26:00
v_BabyCrawling_g22_c05.avi,BabyCrawling,16:31:21,16:32:58
v_BabyCrawling_g22_c06.avi,BabyCrawling,16:56:51,16:57:43
v_BabyCrawling_g22_c07.avi,BabyCrawling,12:30:34,12:32:11
v_BabyCrawling_g23_c01.avi,BabyCrawling,19:15:24,19:16:11
v_BabyCrawling_g23_c02.avi,BabyCrawling,13:25:50,13:27:13
v_BabyCrawling_g23_c03.avi,BabyCrawling,22:02:41,22:04:35
v_BabyCrawling_g23_c04.avi,BabyCrawling,07:18:07,07:19:38
v_BabyCrawling_g24_c01.avi,BabyCrawling,13:22:39,13:24:02
v_BabyCrawling_g24_c02.avi,BabyCrawling,17:01:01,17:01:59
v_BabyCrawling_g24_c03.avi,BabyCrawling,17:44:08,17:44:55
v_BabyCrawling_g24_c04.avi,BabyCrawling,16:14:38,16:16:24
v_BabyCrawling_g24_c05.avi,BabyCrawling,07:23:57,07:25:42
v_BabyCrawling_g24_c06.avi,BabyCrawling,09:31:52,09:33:48
v_BabyCrawling_g25_c01.avi,BabyCrawling,11:44:53,11:45:30
v_BabyCrawling_g25_c02.avi,BabyCrawling,20:30:23,20:32:07
v_BabyCrawling_g25_c03.avi,BabyCrawling,10:36:58,10:37:17
v_BabyCrawling_g25_c04.avi,BabyCrawling,11:42:09,11:42:48
v_BabyCrawling_g25_c05.avi,BabyCrawling,16:11:34,16:13:09
v_BabyCrawling_g25_c06.avi,BabyCrawling,17:47:34,17:48:21
v_BalanceBeam_g01_c01.avi,BalanceBeam,07:12:37,07:14:09
v_BalanceBeam_g01_c02.avi,BalanceBeam,12:07:13,12:07:44
v_BalanceBeam_g01_c03.avi,BalanceBeam,21:18:39,21:19:36
v_BalanceBeam_g01_c04.avi,BalanceBeam,08:37:08,08:37:28
v_BalanceBeam_g02_c01.avi,BalanceBeam,20:01:21,20:02:07
v_BalanceBeam_g02_c02.avi,BalanceBeam,06:02:51,06:04:36
v_BalanceBeam_g02_c03.avi,BalanceBeam,16:10:14,16:11:24
v_BalanceBeam_g02_c04.avi,BalanceBeam,17:48:15,17:48:56
v_BalanceBeam_g03_c01.avi,BalanceBeam,06:37:32,06:38:26
v_BalanceBeam_g03_c02.avi,BalanceBeam,16:11:15,16:12:59
v_BalanceBeam_g03_c04.avi,BalanceBeam,15:29:16,15:30:30
v_BalanceBeam_g04_c01.avi,BalanceBeam,11:52:21,11:53:34
v_BalanceBeam_g04_c02.avi,BalanceBeam,13:09:43,13:11:27
v_BalanceBeam_g04_c04.avi,BalanceBeam,13:03:11,13:05:11
v_BalanceBeam_g05_c01.avi,BalanceBeam,22:21:55,22:22:08
v_BalanceBeam_g05_c02.avi,BalanceBeam,15:01:31,15:02:38
v_BalanceBeam_g05_c03.avi,BalanceBeam,10:06:55,10:07:05
v_BalanceBeam_g05_c04.avi,BalanceBeam,08:28:06,08:28:31
v_BalanceBeam_g06_c01.avi,BalanceBeam,19:49:18,19:50:40
v_BalanceBeam_g06_c02.avi,BalanceBeam,20:51:22,20:51:46
v_BalanceBeam_g06_c03.avi,BalanceBeam,22:42:33,22:44:06
v_BalanceBeam_g06_c05.avi,BalanceBeam,13:09:53,13:10:20
v_BalanceBeam_g06_c06.avi,BalanceBeam,22:55:36,22:56:58
v_BalanceBeam_g07_c01.avi,BalanceBeam,12:56:42,12:57:48
v_BalanceBeam_g07_c03.avi,BalanceBeam,13:35:56,13:37:07
v_BalanceBeam_g07_c04.avi,BalanceBeam,21:33:15,21:35:01
v_BalanceBeam_g08_c02.avi,BalanceBeam,13:41:44,13:43:42
v_BalanceBeam_g08_c04.avi,BalanceBeam,22:44:35,22:46:32
v_BalanceBeam_g09_c01.avi,BalanceBeam,09:02:10,09:02:47
v_BalanceBeam_g09_c02.avi,BalanceBeam,06:38:14,06:39:39
v_BalanceBeam_g09_c03.avi,BalanceBeam,18:32:12,18:32:30
v_BalanceBeam_g09_c04.avi,BalanceBeam,14:36:54,14:37:27
